city name,postcode,latitude,longitude
TREFLEZ,29430,48.626484982, -4.257297839
PLOUGAR,29440,48.556495931, -4.128533435
TREFLAOUENAN,29440,48.626947977, -4.09875115
ST VOUGAY,29440,48.588844328, -4.146285158
ST DERRIEN,29440,48.544602159, -4.186616351
TREZILIDE,29440,48.610049091, -4.084482108
PLOUZEVEDE,29440,48.592434494, -4.095773332
COMMANA,29450,48.410384523, -3.969678094
LE TREHOU,29450,48.3938718, -4.129533872
SIZUN,29450,48.394863914, -4.0450954
IRVILLAC,29460,48.366930178, -4.201413338
DIRINON,29460,48.400850205, -4.269210901
HOPITAL CAMFROUT,29460,48.324256411, -4.238807873
ST ELOY,29460,48.363533908, -4.115385758
DAOULAS,29460,48.35580949, -4.263889359
HANVEC,29460,48.329908986, -4.139712897
LOGONNA DAOULAS,29460,48.328565653, -4.288606627
LOPERHET,29470,48.384149254, -4.313768727
PLOUGASTEL DAOULAS,29470,48.360312232, -4.382679357
LE RELECQ KERHUON,29480,48.403221069, -4.401236783
GUIPAVAS,29490,48.430681972, -4.396439983
ERGUE GABERIC,29500,48.012204176, -4.00787791
BRIEC,29510,48.093786817, -4.020429806
EDERN,29510,48.119421865, -3.960660135
LANGOLEN,29510,48.074170926, -3.91645942
LANDREVARZEC,29510,48.089632684, -4.074995991
LANDUDAL,29510,48.056689542, -3.97782625
LAZ,29520,48.135670782, -3.839934121
ST THOIS,29520,48.153395555, -3.906148338
CHATEAUNEUF DU FAOU,29520,48.18882094, -3.820859301
ST GOAZEC,29520,48.151652959, -3.765904007
COLLOREC,29530,48.291503253, -3.77133931
PLONEVEZ DU FAOU,29530,48.256054795, -3.823583854
LANDELEAU,29530,48.25300436, -3.732795183
LOQUEFFRET,29530,48.329874517, -3.858858879
SPEZET,29540,48.186108198, -3.691978915
PLONEVEZ PORZAY,29550,48.127499905, -4.239298599
PLOMODIERN,29550,48.180953919, -4.217322078
PLOEVEN,29550,48.158165175, -4.212882784
ST NIC,29550,48.210999053, -4.280456957
TREGARVAN,29560,48.237715504, -4.231047173
ARGOL,29560,48.249860637, -4.299018623
LANDEVENNEC,29560,48.281227541, -4.312657705
TELGRUC SUR MER,29560,48.233487792, -4.357264699
ROSCANVEL,29570,48.319042513, -4.558358697
CAMARET SUR MER,29570,48.268164414, -4.586900059
ST SEGAL,29590,48.235791501, -4.077581926
ROSNOEN,29590,48.27137602, -4.19854421
PONT DE BUIS LES QUIMERCH,29590,48.27446138, -4.107614705
PONT DE BUIS LES QUIMERCH,29590,48.27446138, -4.107614705
LE FAOU,29590,48.30555737, -4.142603226
LOPEREC,29590,48.301668943, -4.034666916
MORLAIX,29600,48.60016464, -3.820230779
ST MARTIN DES CHAMPS,29600,48.576055953, -3.85597078
PLOURIN LES MORLAIX,29600,48.521816494, -3.800350493
STE SEVE,29600,48.560269207, -3.889132251
GARLAN,29610,48.603848032, -3.766569386
PLOUIGNEAU,29610,48.573297271, -3.702219869
LANMEUR,29620,48.64250228, -3.721505036
GUIMAEC,29620,48.679210433, -3.706023519
PLOUEGAT GUERAND,29620,48.621683312, -3.670285182
PLOUGASNOU,29630,48.677417325, -3.811748333
PLOUGASNOU,29630,48.677417325, -3.811748333
ST JEAN DU DOIGT,29630,48.670027418, -3.762867875
BOLAZEC,29640,48.442782624, -3.594503207
LANNEANOU,29640,48.498207874, -3.665284957
PLOUGONVEN,29640,48.505630384, -3.727495397
SCRIGNAC,29640,48.426574545, -3.668330915
GUERLESQUIN,29650,48.53185947, -3.587714315
PLOUEGAT MOYSAN,29650,48.570137619, -3.616573238
BOTSORHEL,29650,48.506149636, -3.628782839
PLOUIGNEAU,29650,48.573297271, -3.702219869
CARANTEC,29660,48.656899875, -3.914569133
LOCQUENOLE,29670,48.623755703, -3.863504635
TAULE,29670,48.604497813, -3.899102308
HENVIC,29670,48.632652469, -3.931407953
ROSCOFF,29680,48.711973156, -3.988694813
PLOUYE,29690,48.320663328, -3.734425167
BERRIEN,29690,48.403021944, -3.765705405
BRENNILIS,29690,48.359908338, -3.85090142
HUELGOAT,29690,48.361688584, -3.758481504
LA FEUILLEE,29690,48.391163352, -3.852136817
POULLAOUEN,29690,48.347877827, -3.643645763
BOTMEUR,29690,48.376854751, -3.922714385
PLOMELIN,29700,47.935833793, -4.150094698
PLUGUFFAN,29700,47.972204996, -4.187525044
GUILER SUR GOYEN,29710,48.016832915, -4.361193002
PEUMERIT,29710,47.946755348, -4.295844158
PLONEIS,29710,48.011116596, -4.209345829
PLOGASTEL ST GERMAIN,29710,47.977413063, -4.263779791
PLOZEVET,29710,47.98289482, -4.40959532
GOURLIZON,29710,48.025375337, -4.269591078
LANDUDEC,29710,47.995270446, -4.328043827
POULDREUZIC,29710,47.961161748, -4.363857699
PLONEOUR LANVERN,29720,47.908563491, -4.265120982
PLOVAN,29720,47.932953107, -4.359921263
TREGUENNEC,29720,47.884821497, -4.339132034
TREOGAT,29720,47.909598454, -4.341089103
GUILVINEC,29730,47.800365354, -4.285924684
TREFFIAGAT,29730,47.804975991, -4.26008324
PLOBANNALEC LESCONIL,29740,47.821008468, -4.228010061
PLOBANNALEC LESCONIL,29740,47.821008468, -4.228010061
LOCTUDY,29750,47.825013886, -4.187715332
PENMARCH,29760,47.812348408, -4.341773283
PENMARCH,29760,47.812348408, -4.341773283
AUDIERNE,29770,48.027732606, -4.561426721
GOULIEN,29770,48.058422749, -4.592583357
CLEDEN CAP SIZUN,29770,48.054008985, -4.656158694
AUDIERNE,29770,48.027732606, -4.561426721
PLOGOFF,29770,48.035058215, -4.67942562
PRIMELIN,29770,48.028981693, -4.605239952
PLOUHINEC,29780,48.014225139, -4.485643289
BEUZEC CAP SIZUN,29790,48.07166904, -4.507384691
PONT CROIX,29790,48.046355308, -4.497606335
CONFORT MEILARS,29790,48.056033086, -4.434726734
MAHALON,29790,48.027138421, -4.419504083
PENCRAN,29800,48.443706991, -4.221168317
PLOUDIRY,29800,48.457449177, -4.129289049
ST URBAIN,29800,48.397067074, -4.222058635
LANDERNEAU,29800,48.451106759, -4.264150685
LA ROCHE MAURICE,29800,48.473430798, -4.19458795
ST DIVY,29800,48.454309269, -4.330192387
LA MARTYRE,29800,48.437046918, -4.169957627
ST THONAN,29800,48.47710363, -4.322689802
TREMAOUEZAN,29800,48.508702664, -4.255796471
LA FOREST LANDERNEAU,29800,48.434156875, -4.314866666
PLOUEDERN,29800,48.482852391, -4.252730158
TREFLEVENEZ,29800,48.415558545, -4.175815799
PLOUMOGUER,29810,48.399748598, -4.715687528
LAMPAUL PLOUARZEL,29810,48.449988359, -4.764191484
PLOUARZEL,29810,48.438892741, -4.721074429
BRELES,29810,48.471187173, -4.687140619
BOHARS,29820,48.431361752, -4.521861946
GUILERS,29820,48.419107127, -4.562254202
ST PABU,29830,48.56236229, -4.619768097
LAMPAUL PLOUDALMEZEAU,29830,48.553750107, -4.647873723
PLOUDALMEZEAU,29830,48.537591074, -4.669742347
PLOUGUIN,29830,48.528931262, -4.592541073
PLOUDALMEZEAU,29830,48.537591074, -4.669742347
PLOURIN,29830,48.503032931, -4.68461586
PORSPODER,29840,48.498453995, -4.7541235
LANILDUT,29840,48.481944518, -4.732975408
LANDUNVEZ,29840,48.534440762, -4.730018051
PORSPODER,29840,48.498453995, -4.7541235
GOUESNOU,29850,48.446701458, -4.46323582
PLOUVIEN,29860,48.539471667, -4.465366389
KERSAINT PLABENNEC,29860,48.478849478, -4.362548193
PLABENNEC,29860,48.49366393, -4.41949551
LE DRENNEC,29860,48.533043997, -4.381945582
BOURG BLANC,29860,48.495756508, -4.50003105
LANDEDA,29870,48.589169111, -4.576775781
LANNILIS,29870,48.56994779, -4.524874372
COAT MEAL,29870,48.506017555, -4.539774887
LANDEDA,29870,48.589169111, -4.576775781
TREGLONOU,29870,48.547560955, -4.547494432
PLOUGUERNEAU,29880,48.603431526, -4.490978256
GUISSENY,29880,48.617083042, -4.411604236
PLOUNEOUR BRIGNOGAN PLAGES,29890,48.652661473, -4.330032275
PLOUNEOUR BRIGNOGAN PLAGES,29890,48.652661473, -4.330032275
KERLOUAN,29890,48.647791027, -4.378665518
GOULVEN,29890,48.623830137, -4.295727777
CONCARNEAU,29900,47.896434353, -3.907154683
TREGUNC,29910,47.838210908, -3.841064391
NEVEZ,29920,47.815466332, -3.775901861
NEVEZ,29920,47.815466332, -3.775901861
PONT AVEN,29930,47.872215107, -3.76572829
LA FORET FOUESNANT,29940,47.920548648, -3.968055745
BENODET,29950,47.878417296, -4.076058689
GOUESNACH,29950,47.917204781, -4.110905871
CLOHARS FOUESNANT,29950,47.898169229, -4.082833818
TREGOUREZ,29970,48.105826868, -3.871582096
ILE TUDY,29980,47.853687529, -4.160682849
ILE DE SEIN,29990,48.03142099, -4.838371381
RENNES,35000,48.111680407, -1.681868718
LA FRESNAIS,35111,48.587687476, -1.835208959
LILLEMER,35111,48.570817632, -1.854967085
DOMAGNE,35113,48.067437398, -1.406221822
DOMAGNE,35113,48.067437398, -1.406221822
ST BENOIT DES ONDES,35114,48.613513629, -1.861052615
LA BOUSSAC,35120,48.51685482, -1.648943478
CHERRUEIX,35120,48.594855555, -1.71550859
MONT DOL,35120,48.57083808, -1.758182893
BAGUER PICAN,35120,48.549892404, -1.691120364
BROUALAN,35120,48.47528511, -1.66115802
HIREL,35120,48.593618909, -1.809188885
HIREL,35120,48.593618909, -1.809188885
ST MARCAN,35120,48.585259427, -1.628052573
EPINIAC,35120,48.499724537, -1.703047179
BAGUER MORVAN,35120,48.504865519, -1.771688804
DOL DE BRETAGNE,35120,48.53657567, -1.742081591
ROZ LANDRIEUX,35120,48.54581768, -1.817518809
ST BROLADRE,35120,48.580120857, -1.661164406
LA GUERCHE DE BRETAGNE,35130,47.943905146, -1.243222903
LA SELLE GUERCHAISE,35130,47.942824585, -1.170410634
MOUTIERS,35130,47.976013039, -1.205282543
RANNEE,35130,47.901406469, -1.200196605
DROUGES,35130,47.902172396, -1.260200779
VISSEICHE,35130,47.96029489, -1.298477406
ARBRISSEL,35130,47.927055054, -1.294968902
AVAILLES SUR SEICHE,35130,47.95811218, -1.185595694
MOUSSE,35130,47.917523189, -1.279407326
PONT PEAN,35131,48.010947119, -1.696373362
CHARTRES DE BRETAGNE,35131,48.044923778, -1.706450506
VEZIN LE COQUET,35132,48.117672493, -1.749252149
FLEURIGNE,35133,48.361731329, -1.111788141
LECOUSSE,35133,48.359867855, -1.221026406
LE CHATELLIER,35133,48.425897, -1.245714576
ST SAUVEUR DES LANDES,35133,48.346890049, -1.314272217
BEAUCE,35133,48.346757826, -1.155558635
BILLE,35133,48.293858764, -1.251123427
LAIGNELET,35133,48.379693794, -1.152890021
LE LOROUX,35133,48.394838477, -1.082981245
ROMAGNE,35133,48.344541228, -1.262508701
LUITRE DOMPIERRE,35133,48.286812702, -1.134053358
PARIGNE,35133,48.425640614, -1.197695447
ST GERMAIN EN COGLES,35133,48.397527708, -1.264843898
LA SELLE EN LUITRE,35133,48.320559708, -1.150905597
LA CHAPELLE JANSON,35133,48.335544395, -1.085407775
JAVENE,35133,48.317090679, -1.205977158
LANDEAN,35133,48.413114562, -1.147801862
COESMES,35134,47.872210783, -1.416270817
THOURIE,35134,47.848548707, -1.458039729
STE COLOMBE,35134,47.895370125, -1.457512661
CHANTEPIE,35135,48.082025446, -1.603859478
ST JACQUES DE LA LANDE,35136,48.076118615, -1.722558013
PLEUMELEUC,35137,48.183417782, -1.893568876
LA NOUAYE,35137,48.166354045, -1.974724928
BEDEE,35137,48.18675058, -1.950020714
MEZIERES SUR COUESNON,35140,48.296882523, -1.43855502
RIVES DU COUESNON,35140,48.284927722, -1.345743452
RIVES DU COUESNON,35140,48.284927722, -1.345743452
ST OUEN DES ALLEUX,35140,48.326848495, -1.427721092
GOSNE,35140,48.250380555, -1.458664152
RIVES DU COUESNON,35140,48.284927722, -1.345743452
LA CHAPELLE ST AUBERT,35140,48.309918506, -1.314676226
ST HILAIRE DES LANDES,35140,48.338312694, -1.366574834
RIVES DU COUESNON,35140,48.284927722, -1.345743452
ST AUBIN DU CORMIER,35140,48.258346134, -1.420952369
ST CHRISTOPHE DE VALAINS,35140,48.341370822, -1.45143647
JANZE,35150,47.942819635, -1.500820323
AMANLIS,35150,47.999806826, -1.496122011
BOISTRUDAN,35150,47.975500716, -1.397422293
CHANTELOUP,35150,47.954056451, -1.624807759
CORPS NUDS,35150,47.982426456, -1.570161011
ESSE,35150,47.947944684, -1.430520112
PIRE CHANCE,35150,48.013516794, -1.421499868
BRIE,35150,47.951364395, -1.550563938
MONTERFIL,35160,48.060057611, -1.990377151
MONTFORT SUR MEU,35160,48.126116266, -1.963933977
LE VERGER,35160,48.06581629, -1.936318065
BRETEIL,35160,48.13824013, -1.910452531
TALENSAC,35160,48.091170747, -1.926136806
BRUZ,35170,48.025911899, -1.748505182
BRUZ,35170,48.025911899, -1.748505182
BECHEREL,35190,48.2962972, -1.942863634
LONGAULNAY,35190,48.309539615, -1.941104905
QUEBRIAC,35190,48.356574227, -1.813001902
ST DOMINEUC,35190,48.360565205, -1.869389411
TREVERIEN,35190,48.371167613, -1.92022486
ST THUAL,35190,48.335636892, -1.931787345
LA BAUSSAINE,35190,48.31294707, -1.896616166
LA CHAPELLE AUX FILTZMEENS,35190,48.381674453, -1.818063363
TRIMER,35190,48.344757088, -1.897228289
ST PERN,35190,48.281246623, -1.983124129
CARDROC,35190,48.284705384, -1.893575864
MINIAC SOUS BECHEREL,35190,48.281019759, -1.926872339
TINTENIAC,35190,48.323509405, -1.829943528
RENNES,35200,48.111680407, -1.681868718
COMBOURTILLE,35210,48.266245208, -1.264458954
LUITRE DOMPIERRE,35210,48.286812702, -1.134053358
MONTREUIL DES LANDES,35210,48.250872523, -1.227911983
PARCE,35210,48.271005707, -1.19468484
ST CHRISTOPHE DES BOIS,35210,48.226697084, -1.236374731
CHATILLON EN VENDELAIS,35210,48.22885041, -1.164752374
MONTAUTOUR,35210,48.204672623, -1.120830478
PRINCE,35210,48.237551571, -1.105855416
CHATEAUBOURG,35220,48.119808108, -1.40403902
CHATEAUBOURG,35220,48.119808108, -1.40403902
CHATEAUBOURG,35220,48.119808108, -1.40403902
ST DIDIER,35220,48.093265123, -1.357952517
ST JEAN SUR VILAINE,35220,48.121188134, -1.339791394
MARPIRE,35220,48.147043256, -1.3525635
NOYAL CHATILLON SUR SEICHE,35230,48.052319685, -1.662728532
NOYAL CHATILLON SUR SEICHE,35230,48.052319685, -1.662728532
ST ARMEL,35230,48.013354308, -1.580563523
BOURGBARRE,35230,47.988624621, -1.622400821
ORGERES,35230,47.985215896, -1.665760588
ST ERBLON,35230,48.018912087, -1.64259933
THORIGNE FOUILLARD,35235,48.156614494, -1.584439279
RETIERS,35240,47.905815254, -1.343751163
MARCILLE ROBERT,35240,47.958577597, -1.353755924
LE THEIL DE BRETAGNE,35240,47.917872147, -1.421841216
ANDOUILLE NEUVILLE,35250,48.297657345, -1.59581351
CHASNE SUR ILLET,35250,48.23539, -1.571415519
ST GERMAIN SUR ILLE,35250,48.250459681, -1.652029662
ST MEDARD SUR ILLE,35250,48.272995224, -1.670924977
ST SULPICE LA FORET,35250,48.212407534, -1.575873462
AUBIGNE,35250,48.298830254, -1.630951186
CHEVAIGNE,35250,48.224446064, -1.636306894
ST AUBIN D AUBIGNE,35250,48.261935057, -1.600351602
MOUAZE,35250,48.218232385, -1.607565691
CANCALE,35260,48.683242622, -1.865333553
CUGUEN,35270,48.440648262, -1.656344051
ST LEGER DES PRES,35270,48.388352499, -1.657128395
BONNEMAIN,35270,48.471175498, -1.761334343
COMBOURG,35270,48.408754722, -1.745342966
LANRIGAN,35270,48.391463328, -1.691952055
TREMEHEUC,35270,48.438558826, -1.697374151
LOURMAIS,35270,48.441496683, -1.732732675
MEILLAC,35270,48.420491151, -1.822575993
QUEDILLAC,35290,48.237792708, -2.143733987
LE CROUAIS,35290,48.209371712, -2.150995832
GAEL,35290,48.118492569, -2.228619025
ST MEEN LE GRAND,35290,48.192349808, -2.194995104
MUEL,35290,48.120061317, -2.162483977
ST ONEN LA CHAPELLE,35290,48.169476446, -2.15567786
FOUGERES,35300,48.352771263, -1.194408883
BREAL SOUS MONTFORT,35310,48.044855823, -1.865591922
CINTRE,35310,48.10859218, -1.885947268
MORDELLES,35310,48.085914654, -1.842661283
CHAVAGNE,35310,48.056320452, -1.786547463
ST THURIAL,35310,48.033491506, -1.940538722
LE SEL DE BRETAGNE,35320,47.898026519, -1.606300329
LA BOSSE DE BRETAGNE,35320,47.868166289, -1.588805281
LA COUYERE,35320,47.894155579, -1.501743431
SAULNIERES,35320,47.919206014, -1.57784156
LALLEU,35320,47.855952859, -1.522336952
CREVIN,35320,47.930330451, -1.656788878
PANCE,35320,47.888672375, -1.642834545
LE PETIT FOUGERAY,35320,47.927969263, -1.616225014
POLIGNE,35320,47.898984529, -1.686079119
TRESBOEUF,35320,47.88050423, -1.553518646
COMBLESSAC,35330,47.872362356, -2.088404393
VAL D ANAST,35330,47.900118581, -2.0223224
MERNEL,35330,47.898750244, -1.95287698
LES BRULAIS,35330,47.890718924, -2.056038453
LA CHAPELLE BOUEXIC,35330,47.937092981, -1.923024639
VAL D ANAST,35330,47.900118581, -2.0223224
LOUTEHEL,35330,47.937013529, -2.079637954
BOVEL,35330,47.956771612, -1.959768254
ST SEGLIN,35330,47.851770916, -2.026009171
LIFFRE,35340,48.204131984, -1.514377298
ERCE PRES LIFFRE,35340,48.254539781, -1.517032057
LA BOUEXIERE,35340,48.174546254, -1.437026892
LA GOUESNIERE,35350,48.603006761, -1.887280109
ST COULOMB,35350,48.677237284, -1.921140398
ST MELOIR DES ONDES,35350,48.638657152, -1.905853545
MEDREAC,35360,48.261190021, -2.060998579
BOISGERVILLY,35360,48.166812207, -2.083578171
LA CHAPELLE DU LOU DU LAC,35360,48.21578004, -1.993519164
MONTAUBAN DE BRETAGNE,35360,48.204274062, -2.065450873
LA CHAPELLE DU LOU DU LAC,35360,48.21578004, -1.993519164
ST UNIAC,35360,48.166999305, -2.032799831
MONTAUBAN DE BRETAGNE,35360,48.204274062, -2.065450873
LANDUJAN,35360,48.247669444, -2.008431452
ARGENTRE DU PLESSIS,35370,48.048415915, -1.138440886
ST GERMAIN DU PINEL,35370,48.004892571, -1.172684912
TORCE,35370,48.061284514, -1.270683073
BREAL SOUS VITRE,35370,48.092529231, -1.060770881
ETRELLES,35370,48.069743539, -1.215970424
GENNES SUR SEICHE,35370,47.997956603, -1.13291119
BRIELLES,35370,48.011590508, -1.098540288
LE PERTRE,35370,48.034612373, -1.056081331
MONDEVERT,35370,48.084506649, -1.090383618
PLELAN LE GRAND,35380,47.996659724, -2.079861467
MAXENT,35380,47.978321076, -2.016153538
ST PERAN,35380,48.056820978, -2.06452705
TREFFENDEL,35380,48.031645854, -2.008692214
PAIMPONT,35380,48.030311573, -2.173201511
GRAND FOUGERAY,35390,47.73420778, -1.728304469
STE ANNE SUR VILAINE,35390,47.734161793, -1.805152664
ST SULPICE DES LANDES,35390,47.776961884, -1.625721618
LA DOMINELAIS,35390,47.763436252, -1.673542957
ST MALO,35400,48.640048719, -1.980865007
ST MALO,35400,48.640048719, -1.980865007
ST MALO,35400,48.640048719, -1.980865007
ST MALO,35400,48.640048719, -1.980865007
ST MALO,35400,48.640048719, -1.980865007
CHATEAUGIRON,35410,48.048968229, -1.474638706
NOUVOITOU,35410,48.030580726, -1.552345417
DOMLOUP,35410,48.0684684, -1.54295343
CHATEAUGIRON,35410,48.048968229, -1.474638706
CHATEAUGIRON,35410,48.048968229, -1.474638706
LOUVIGNE DU DESERT,35420,48.48679995, -1.123481674
LA BAZOUGE DU DESERT,35420,48.44396455, -1.109672763
MELLE,35420,48.484389875, -1.191082025
VILLAMEE,35420,48.455676105, -1.219277675
MONTHAULT,35420,48.512339092, -1.175884682
POILLEY,35420,48.465975825, -1.256588671
LE FERRE,35420,48.486612438, -1.294215701
ST GEORGES DE REINTEMBAULT,35420,48.512984563, -1.235179946
ST GUINOUX,35430,48.580012533, -1.888639378
ST PERE MARC EN POULET,35430,48.584126939, -1.929247306
CHATEAUNEUF D ILLE ET VILAINE,35430,48.558025261, -1.928494794
ST JOUAN DES GUERETS,35430,48.603981667, -1.965289672
ST SULIAC,35430,48.570531765, -1.967277437
LA VILLE ES NONAIS,35430,48.549161799, -1.952303676
MONTREUIL SUR ILLE,35440,48.305604137, -1.668810851
FEINS,35440,48.328169248, -1.625908541
GUIPEL,35440,48.292447195, -1.723623456
DINGE,35440,48.346978143, -1.710256954
DOURDAIN,35450,48.19332383, -1.379902525
LIVRE SUR CHANGEON,35450,48.227214855, -1.34848339
MECE,35450,48.241175109, -1.286500505
VAL D IZE,35450,48.189822063, -1.305068773
LANDAVRAN,35450,48.161005236, -1.284832918
LES PORTES DU COGLAIS,35460,48.449190246, -1.335649608
ST MARC LE BLANC,35460,48.373397199, -1.397723784
MAEN ROCH,35460,48.400636918, -1.345728525
MAEN ROCH,35460,48.400636918, -1.345728525
LE TIERCENT,35460,48.350022963, -1.423469176
VAL COUESNON,35460,48.440079368, -1.46268206
VAL COUESNON,35460,48.440079368, -1.46268206
LES PORTES DU COGLAIS,35460,48.449190246, -1.335649608
LES PORTES DU COGLAIS,35460,48.449190246, -1.335649608
ST MARC LE BLANC,35460,48.373397199, -1.397723784
PLECHATEL,35470,47.875174658, -1.734109442
PLECHATEL,35470,47.875174658, -1.734109442
LA NOE BLANCHE,35470,47.795075182, -1.745846811
BAIN DE BRETAGNE,35470,47.830230111, -1.676337044
GUIPRY MESSAC,35480,47.821564405, -1.830472392
GUIPRY MESSAC,35480,47.821564405, -1.830472392
ST MALO DE PHILY,35480,47.867841549, -1.805403488
CHAUVIGNE,35490,48.37652357, -1.452166447
VIEUX VY SUR COUESNON,35490,48.334545923, -1.499153877
SENS DE BRETAGNE,35490,48.336389627, -1.554034633
GAHARD,35490,48.288216965, -1.527197455
ROMAZY,35490,48.380548984, -1.493199309
LA CHAPELLE ERBREE,35500,48.140358071, -1.0896589
TAILLIS,35500,48.184314015, -1.240049519
BALAZE,35500,48.177906445, -1.183241566
CHAMPEAUX,35500,48.13885915, -1.300822699
CORNILLE,35500,48.082325504, -1.31384462
ERBREE,35500,48.109336415, -1.116868389
POCE LES BOIS,35500,48.115040393, -1.259135752
ST AUBIN DES LANDES,35500,48.100366604, -1.291507241
ST M HERVE,35500,48.172504186, -1.111556071
MONTREUIL SOUS PEROUSE,35500,48.151152213, -1.242587848
VITRE,35500,48.114112003, -1.193482325
CESSON SEVIGNE,35510,48.120400207, -1.59724509
LA CHAPELLE DES FOUGERETZ,35520,48.177081793, -1.741313231
LA MEZIERE,35520,48.212650776, -1.750678342
MONTREUIL LE GAST,35520,48.243954182, -1.720396071
MELESSE,35520,48.219361883, -1.68958172
NOYAL SUR VILAINE,35530,48.091423976, -1.505240448
SERVON SUR VILAINE,35530,48.121132516, -1.457975915
BRECE,35530,48.110479219, -1.489810166
LE TRONCHET,35540,48.492859081, -1.841414172
PLERGUER,35540,48.528689836, -1.846075142
MINIAC MORVAN,35540,48.52473183, -1.895125004
MINIAC MORVAN,35540,48.52473183, -1.895125004
SIXT SUR AFF,35550,47.774880372, -2.04960519
BRUC SUR AFF,35550,47.814274771, -2.00617628
LOHEAC,35550,47.872591253, -1.888757472
ST GANTON,35550,47.769824505, -1.891042743
ST JUST,35550,47.764436292, -1.969131549
LIEURON,35550,47.851918694, -1.929676391
PIPRIAC,35550,47.811361881, -1.937297429
BAZOUGES LA PEROUSE,35560,48.440633568, -1.563596995
NOYAL SOUS BAZOUGES,35560,48.417519583, -1.624034624
ST REMY DU PLAIN,35560,48.376105515, -1.56642422
VAL COUESNON,35560,48.440079368, -1.46268206
MARCILLE RAOUL,35560,48.374837067, -1.61377678
VAL COUESNON,35560,48.440079368, -1.46268206
RIMOU,35560,48.387738972, -1.528373966
GUICHEN,35580,47.965347345, -1.790206811
LASSY,35580,47.972124737, -1.863996018
ST SENOUX,35580,47.910002646, -1.790014588
BAULON,35580,47.994959683, -1.929406329
GOVEN,35580,48.009791318, -1.839069242
GUICHEN,35580,47.965347345, -1.790206811
GUIGNEN,35580,47.923420363, -1.861984663
ST GILLES,35590,48.152246352, -1.853797645
LA CHAPELLE THOUARAULT,35590,48.125188415, -1.858215357
L HERMITAGE,35590,48.1221055, -1.816343302
CLAYES,35590,48.179059235, -1.853756753
BAINS SUR OUST,35600,47.712200336, -2.075624016
REDON,35600,47.661216252, -2.08016417
STE MARIE,35600,47.693519577, -2.013587106
PLEINE FOUGERES,35610,48.531066224, -1.573670717
ST GEORGES DE GREHAIGNE,35610,48.578803427, -1.54964785
TRANS LA FORET,35610,48.487722202, -1.603796369
ROZ SUR COUESNON,35610,48.596239636, -1.593200502
VIEUX VIEL,35610,48.501362594, -1.55338729
SAINS,35610,48.555987628, -1.603981171
SOUGEAL,35610,48.502288489, -1.515062705
ERCE EN LAMEE,35620,47.817939975, -1.582416731
TEILLAY,35620,47.807499789, -1.522451581
LANGOUET,35630,48.254591018, -1.809648195
ST SYMPHORIEN,35630,48.280269654, -1.803148709
VIGNOC,35630,48.256947791, -1.76362755
HEDE BAZOUGES,35630,48.302176978, -1.777738898
HEDE BAZOUGES,35630,48.302176978, -1.777738898
ST GONDRAN,35630,48.268128154, -1.82537019
LA CHAPELLE CHAUSSEE,35630,48.266710925, -1.863964399
ST BRIEUC DES IFFS,35630,48.303795006, -1.84330011
LES IFFS,35630,48.294147859, -1.866345129
CHELUN,35640,47.85485826, -1.243524251
MARTIGNE FERCHAUD,35640,47.828497078, -1.327648466
EANCE,35640,47.82372125, -1.251937613
FORGES LA FORET,35640,47.8615571, -1.292912476
LE RHEU,35650,48.097273889, -1.781007436
LE RHEU,35650,48.097273889, -1.781007436
LANGON,35660,47.733735609, -1.871838736
LA CHAPELLE DE BRAIN,35660,47.697573578, -1.93488095
RENAC,35660,47.72782278, -1.966755244
LA CHAPELLE DE BRAIN,35660,47.697573578, -1.93488095
BAIS,35680,48.011079769, -1.305387481
MOULINS,35680,48.008781973, -1.362902107
VERGEAL,35680,48.035926798, -1.255657068
DOMALAIN,35680,47.99921643, -1.239370169
PIRE CHANCE,35680,48.013516794, -1.421499868
LOUVIGNE DE BAIS,35680,48.052348459, -1.338702593
ACIGNE,35690,48.146472503, -1.519156922
RENNES,35700,48.111680407, -1.681868718
PLESDER,35720,48.417908084, -1.929973377
PLEUGUENEUC,35720,48.404539119, -1.885753254
MESNIL ROC H,35720,48.45801406, -1.8778414
MESNIL ROC H,35720,48.45801406, -1.8778414
MESNIL ROC H,35720,48.45801406, -1.8778414
PLEURTUIT,35730,48.582704314, -2.060075714
PACE,35740,48.152674506, -1.777329248
ST MALON SUR MEL,35750,48.094371208, -2.111534733
IFFENDIC,35750,48.113977658, -2.024155892
ST GONLAY,35750,48.113097851, -2.076230518
BLERUAIS,35750,48.115852624, -2.115549866
ST MAUGAN,35750,48.136724076, -2.102191241
MONTGERMONT,35760,48.154003362, -1.717025903
ST GREGOIRE,35760,48.158493729, -1.685337689
VERN SUR SEICHE,35770,48.052832822, -1.605159583
LA RICHARDAIS,35780,48.609177009, -2.043645276
ST BRIAC SUR MER,35800,48.615694771, -2.123852974
DINARD,35800,48.624750513, -2.062084653
ST LUNAIRE,35800,48.620039988, -2.096788107
BETTON,35830,48.181255767, -1.646455875
GEVEZE,35850,48.213318833, -1.799006208
ROMILLE,35850,48.222420169, -1.878721428
PARTHENAY DE BRETAGNE,35850,48.188070994, -1.829118412
LANGAN,35850,48.236015015, -1.84518875
IRODOUER,35850,48.246246433, -1.950393748
LE MINIHIC SUR RANCE,35870,48.57590288, -2.013128654
BOURG DES COMPTES,35890,47.921452877, -1.722294092
